zip,weight,income,vmt,age,political_leaning,ruralness,latitude,longitude
90438,66.66666666666667,229082.3343931446,33020.709906260854,65.4270470390229,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,125209.25069053216,22822.935470520242,55.39985271377456,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,52158.510102683686,14931.56655562522,70.51582434143795,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,75246.88848060455,9600.54023027681,40.71927813360658,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,32983.969305486375,25462.557571203663,74.50463211869956,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,144362.70917397027,13546.820873054947,75.36376876776269,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,54754.578850705904,11895.3551807569,36.62050503570782,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,35886.75066735885,23117.82885048581,54.57143123195369,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,75819.62473770017,16260.469432240117,52.36285677913235,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,57025.60961592073,7778.673712806259,61.40402749718987,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,73337.41779557717,30340.464407715448,36.20293661685626,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,38437.81766108088,30479.175149489827,65.96933501745252,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,159056.98863710696,29057.84025830306,42.15647769912289,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,143204.79535192065,6870.225675988019,58.099842352118294,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,116238.89003044655,1222.2479122724906,50.62610189983203,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,72381.08750829403,11041.047284844535,59.223458346724115,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,153052.77178669602,14367.844358610871,59.004667770075166,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,63766.05233081153,5861.513309109837,80.79414401038045,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,188810.56516279952,9620.986786092542,72.94812994808265,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,17220.82463141728,7186.213229528745,55.787246814551864,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,46162.05956851628,4102.009176674655,74.65907844587758,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,37376.64650704966,38564.61724580497,66.8613930827171,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
90438,66.66666666666667,94304.67453028144,48685.21934954177,29.88891168284144,0.6526736103303403,0.31503794854059425,34.027436342429624,-117.53262342131268
